comp__id,comp,circle_id,circle,div_id,division,subdiv_id,subdivision,pss_id,pss
S,SBPDCL,SC07,AURANGABAD,SD019,AURANGABAD,SSD0058,NAVINAGAR,SP00277,BAIRAWAN
S,SBPDCL,SC07,AURANGABAD,SD019,AURANGABAD,SSD0058,NAVINAGAR,SP00278,TANDWA
S,SBPDCL,SC07,AURANGABAD,SD019,AURANGABAD,SSD0058,NAVINAGAR,SP00279,MALI
S,SBPDCL,SC07,AURANGABAD,SD019,AURANGABAD,SSD0058,NAVINAGAR,SP00280,BAIRIYA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00281,JEHANABAD  
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00282,KAKO   
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00283,SHAKURABAD
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00284,SHIKARIYA 
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00285,EARKI   
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00286,NOWAMA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00287,BHADSARA 
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00288,DAKHNI
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00289,LODHIPUR LANJO 
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00290,KINARI
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00291,MURHARA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0059,JEHANABAD,SP00292,DHANADIHARI
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00293,CHARUI  
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00294, HULAGANJ 
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00295, GHOSHI
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00296, SONWA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00297,DONGRA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00298,MAKHDUMPUR
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00299,TEHTA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00300,MAKPA  
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00301,DHODHA 
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00302,DHARAUT
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00303,SAGARPUR
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00304,BARAWAR
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00305,PAKHANPURA
S,SBPDCL,SC06,GAYA,SD020,JAHANABAD,SSD0060,MAKDUMPUR,SP00306,CHHATIYANA
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00307,ARWAL
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00308,ATAULLAH  
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00309,KURTHA
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00310,KARPI
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00311,PAHLEJA
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00312,RAMPUR CHURAM
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00313,KAYAL
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00314,BHORBIGHA
S,SBPDCL,SC07,AURANGABAD,SD021,ARWAL,SSD0061,ARWAL,SP00315,LODHIPUR
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0062,SULTANGANJ,SP00316,SAHKUN
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0062,SULTANGANJ,SP00317,SULTANGANJ
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0062,SULTANGANJ,SP00318,ASARGANJ
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0062,SULTANGANJ,SP00319,DINDAYALPUR
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0062,SULTANGANJ,SP00320,SAJOUR
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0063,TILKAMANJHI,SP00321,CENTRAL JAIL
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0063,TILKAMANJHI,SP00322,CS
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0064,NATHNAGAR,SP00323,NATHNAGAR
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0065,MUZAHIDPUR,SP00324,ALIGANJ PSS
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0065,MUZAHIDPUR,SP00325,MUZAHIDPUR
S,SBPDCL,SC08,BHAGALPUR,SD022,BHAGALPUR(U),SSD0065,MUZAHIDPUR,SP00326,TTC
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0066,ALGANJ,SP00327,JAGDISHPUR
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0066,ALGANJ,SP00328,SABOUR
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0066,ALGANJ,SP00329,GORADIH
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0067,KAHALGAON,SP00330,PIRPAINTI
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0067,KAHALGAON,SP00331,SANHAULA
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0067,KAHALGAON,SP00332,BHADER
S,SBPDCL,SC08,BHAGALPUR,SD023,BHAGALPUR(E),SSD0067,KAHALGAON,SP00333,PAKARTALLA
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00334,BANKA
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00335,BARAHAT
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00336,BOUNSI
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00337,KATORIA
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00338,CHANDAN
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00339,DHURIYA
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0068,BANKA,SP00340,NEHRU COLONY
S,SBPDCL,SC08,BHAGALPUR,SD024,BANKA,SSD0069,KATORIYA,SP00341,BELHAR
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0070,MUNGER,SP00342,NANDLALPUR
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0070,MUNGER,SP00343,SHANKARPUR
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0070,MUNGER,SP00344,BALIYA
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0070,MUNGER,SP00345,"MANSI, KHAGARIA"
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0070,MUNGER,SP00346,LALDARWAZA
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00347,DHARHARA 
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00348,DAKRANALA
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00349,SAFIYABAD   
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00350,BARIYARPUR 
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00351,MAHESH KHUT PSS
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00352,PIPRA
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00353,GARHIRAMPUR
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0071,JAMALPUR,SP00354,SAKHOL
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0072,TARAPUR,SP00355,TARAPUR 
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0072,TARAPUR,SP00356,ASARGANJ 
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0072,TARAPUR,SP00357,SANGRAMPUR
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0072,TARAPUR,SP00358,BADHONIA
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0073,KHARAGPUR,SP00359,KHRAGPUR 
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0073,KHARAGPUR,SP00360,TETIA BAMBER 
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0073,KHARAGPUR,SP00361,BANHARA
S,SBPDCL,SC09,MUNGER,SD025,MUNGER,SSD0073,KHARAGPUR,SP00362,BAGESWARI
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00363,KARYANAND NAGAR/PURANI BAZAR
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00364,COURT AREA 
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00365,AURE PSS 
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00366,NERI
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00367,RAMCHANDARPUR
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00368,MANANPUR
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00369,LAHUARA
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00370,KAINDI
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00371,NUNGARH
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0074,LAKHISARAI,SP00372,KHUTHA
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0075,SURAJGARAHA,SP00373,HAIWATGANJ 
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0075,SURAJGARAHA,SP00374,SALEMPUR 
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0075,SURAJGARAHA,SP00375,ABHAIPUR
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0075,SURAJGARAHA,SP00376,SHAMHO
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0075,SURAJGARAHA,SP00377,KAJRA
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0076,BARAHIYA,SP00378,BIRUPUR
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0076,BARAHIYA,SP00379,BARHAIYA 
S,SBPDCL,SC09,MUNGER,SD026,LAKHISARAI,SSD0076,BARAHIYA,SP00380,PRATAPPUR  
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00381,SHEIKHPURA
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00382,VERMA    
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00383,ARIYARI
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00384,LOHAN  
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00385,BHALUA 
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00386,KATARI  
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00387,HATHIYAMA
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0077,SHEIKHPURA,SP00388,CHEWARA   
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0078,BARBIGHA,SP00389,ONAMA        
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0078,BARBIGHA,SP00390,TOYGHAR
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0078,BARBIGHA,SP00391,MEHUS
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0078,BARBIGHA,SP00392,HAIDARCHAK  
S,SBPDCL,SC10,JAMUI,SD027,SHEIKHPURA,SSD0078,BARBIGHA,SP00393,MIRZAPUR 
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0079,JAMUI,SP00394,JAMUI
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0079,JAMUI,SP00395,KHAIRA 
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0079,JAMUI,SP00396,LAKASHIMIPUR
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0079,JAMUI,SP00397,GIDHOUR
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0079,JAMUI,SP00398,33/11 KV PSS MANGOBANDAR
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0080,JHAJHA,SP00399,SONO 
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0080,JHAJHA,SP00400,CHAKAI-1 
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0080,JHAJHA,SP00401,CHAKAI-2
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0081,SIKANDRA,SP00402,SIKANDRA
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0081,SIKANDRA,SP00403,ALIGANJ 
S,SBPDCL,SC10,JAMUI,SD028,JAMUI,SSD0082,GIDDHAUR,SP00404,BARHAT
S,SBPDCL,SC01,PESU(W),SD029,KHAGAUL,SSD0083,PHULWARISHARIF,SP00405,WALMI
S,SBPDCL,SC01,PESU(W),SD029,KHAGAUL,SSD0083,PHULWARISHARIF,SP00406,PHULWARI
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0084,JAGDISHPUR,SP00407, SAHPUR 
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0084,JAGDISHPUR,SP00408,JAGDISPUR
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0084,JAGDISHPUR,SP00409,DULHINGANJ
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0085,PIRO,SP00410, TARARI 
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0085,PIRO,SP00411,PIRO
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0085,PIRO,SP00412,CHARPOKHARI
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0085,PIRO,SP00413,KATARIYA
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0085,PIRO,SP00414,DOMEN DIHRA
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0086,GARHANI,SP00415,SAHAR
S,SBPDCL,SC03,ARA,SD030,JAGDISHPUR,SSD0086,GARHANI,SP00416,AZIMABAD
S,SBPDCL,SC07,AURANGABAD,SD031,DAUDNAGAR,SSD0087,DAUDNAGAR,SP00417,OBRA
S,SBPDCL,SC07,AURANGABAD,SD031,DAUDNAGAR,SSD0087,DAUDNAGAR,SP00418,DAUDNAGAR 
S,SBPDCL,SC07,AURANGABAD,SD031,DAUDNAGAR,SSD0088,GOH,SP00419,GOH 
S,SBPDCL,SC07,AURANGABAD,SD031,DAUDNAGAR,SSD0088,GOH,SP00420,HASPURA 
S,SBPDCL,SC07,AURANGABAD,SD031,DAUDNAGAR,SSD0089,RAFIGANJ,SP00421,RAFIGANJ 
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0090,NAUGACHIA,SP00422,MAKANPUR
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0090,NAUGACHIA,SP00423,RANGRA
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0090,NAUGACHIA,SP00424,ISMAILPUR PSS
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0090,NAUGACHIA,SP00425,NAGARAH
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0091,BIHPUR,SP00426,BIHPUR
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0091,BIHPUR,SP00427,NARAYANPUR
S,SBPDCL,SC08,BHAGALPUR,SD032,NAUGACHIA,SSD0091,BIHPUR,SP00428,KHARIK PSS
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0092,MANPUR,SP00429,MANPUR
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0092,MANPUR,SP00430,GERE
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0092,MANPUR,SP00431,AMRA
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0092,MANPUR,SP00432,PAIMAR
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0093,WAZIRGANJ,SP00433,WAZIRGANJ
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0093,WAZIRGANJ,SP00434,FATEHPUR
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0093,WAZIRGANJ,SP00435,TANKUPPA
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0093,WAZIRGANJ,SP00436,MOHRA
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0094,KHIZARSARAI,SP00437,KHIZARSARAI
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0094,KHIZARSARAI,SP00438,NAUGHAR
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0094,KHIZARSARAI,SP00439,ATRI
S,SBPDCL,SC06,GAYA,SD033,MANPUR,SSD0094,KHIZARSARAI,SP00440,NEEMCHAKBATHANI
S,SBPDCL,SC08,BHAGALPUR,SD034,AMARPUR,SSD0095,AMARPUR,SP00441,AMARPUR
S,SBPDCL,SC08,BHAGALPUR,SD034,AMARPUR,SSD0095,AMARPUR,SP00442,RAJOUN
S,SBPDCL,SC08,BHAGALPUR,SD034,AMARPUR,SSD0095,AMARPUR,SP00443,SAMBHUGANJ
S,SBPDCL,SC08,BHAGALPUR,SD034,AMARPUR,SSD0095,AMARPUR,SP00444,FULLIDUMER
S,SBPDCL,SC08,BHAGALPUR,SD034,AMARPUR,SSD0095,AMARPUR,SP00445,LAXMIPUR CHIRAIYA
S,SBPDCL,SC08,BHAGALPUR,SD034,AMARPUR,SSD0096,RAJAUN,SP00446,SAKAHARA
S,SBPDCL,SC04,BIHARSARIF,SD035,RAJAULI,SSD0033,RAJAULI,SP00447,BAREO
